"w","gs","A"
0.156779197039202,0,0
0.16521140506881,0.0531425303452282,9.41450667305012
0.173643613098418,0.0935069115746837,11.5728415934885
0.182075821128026,0.124579103462214,12.4592340402108
0.190508029157634,0.14879061629354,12.9305592792467
0.198940237187242,0.16786627533456,13.2180215510949
0.20737244521685,0.183048513716303,13.408752366456
0.215804653246458,0.195244918716046,13.5426921917801
0.224236861276066,0.205127059196459,13.6406647998367
0.232669069305674,0.213197785009307,13.714562510604
0.241101277335282,0.219837759437806,13.7716532616968
0.24953348536489,0.22533808824594,13.8166173574089
0.257965693394498,0.229923499303704,13.852596494175
0.266397901424106,0.233769009672213,13.8817717872311
0.274830109453714,0.237012045631902,13.9057001836487
0.283262317483322,0.239761349322197,13.9255193182856
0.29169452551293,0.242103588678849,13.9420770930861
0.300126733542538,0.244108308382146,13.9560163371169
0.308558941572146,0.245831670493386,13.9678316811558
0.316991149601754,0.247319303822328,13.9779087018486
0.325423357631362,0.248608491164226,13.9865514398624
0.33385556566097,0.249729860531145,13.9940021100549
0.342287773690578,0.250708701892512,14.000455455362
0.350719981720186,0.251565999059569,14.006069356085
0.359152189749794,0.252319243360804,14.0109727765242
0.367584397779401,0.252983079039054,14.0152717891442
0.376016605809009,0.253569818046882,14.0190541913666
0.384448813838617,0.254089852864963,14.0223930790545
0.392881021868225,0.254551989232994,14.0253496376591
0.401313229897833,0.254963715636303,14.027975340539
0.409745437927441,0.255331422585344,14.030313693704
0.418177645957049,0.255660581836526,14.0324016304332
0.426609853986657,0.25595589349709,14.0342706333936
0.435042062016265,0.256221407262668,14.0359476430546
0.443474270045873,0.256460622727954,14.0374557973163
0.451906478075481,0.256676572695171,14.0388150369485
0.460338686105089,0.256871892612504,14.0400426036815
0.468770894134697,0.257048878653114,14.0411534519249
0.477203102164305,0.25720953645571,14.0421605906145
0.485635310193913,0.257355622160154,14.0430753682411
0.494067518223521,0.257488677063497,14.0439077114587
0.502499726253129,0.257610056976029,14.0446663255873
0.510931934282737,0.257720957159801,14.0453588637054
0.519364142312345,0.25782243357361,14.045992069741
0.527796350341953,0.257915421020322,14.046571899958
0.536228558371561,0.25800074868868,14.04710362642
0.544660766401169,0.258079153497293,14.0475919253709
0.553092974430777,0.25815129157961,14.0480409529472
0.561525182460385,0.258217748192274,14.0484544102146
0.569957390489993,0.258279046282885,14.0488355991837
0.578389598519601,0.258335653915035,14.0491874711766
0.586821806549209,0.258387990716894,14.0495126686928
0.595254014578817,0.258436433493476,14.0498135617308
0.603686222608425,0.25848132112097,14.0500922793735
0.612118430638033,0.258522958823399,14.0503507373135
0.620550638667641,0.258561621916703,14.0505906618914
0.628982846697249,0.258597559092695,14.0508136111318
0.637415054726857,0.258630995304638,14.051020993188
0.645847262756465,0.258662134307243,14.0512140825461
0.654279470786073,0.258691160896307,14.051394034286
0.662711678815681,0.258718242886807,14.0515618966566
0.671143886845289,0.258743532862827,14.0517186221815
0.679576094874897,0.258767169728092,14.0518650774856
0.688008302904505,0.258789280081948,14.0520020520032
0.696440510934113,0.258809979442267,14.0521302657065
0.704872718963721,0.258829373333913,14.0522503759777
0.713304926993329,0.258847558258926,14.0523629837256
0.721737135022937,0.258864622562481,14.0524686388408
0.730169343052545,0.258880647206881,14.0525678450656
0.738601551082153,0.258895706464265,14.0526610643492
0.747033759111761,0.258909868537373,14.0527487207464
0.755465967141369,0.258923196116549,14.0528312039138
0.763898175170977,0.258935746880141,14.0529088722475
0.772330383200585,0.258947573944615,14.0529820557038
0.780762591230193,0.258958726269888,14.0530510583377
0.789194799259801,0.258969249024784,14.0531161605898
0.797627007289408,0.258979183916891,14.0531776213493
0.806059215319016,0.25898856949063,14.0532356798174
0.814491423348624,0.258997441396881,14.0532905571913
0.822923631378232,0.259005832637144,14.0533424581894
0.83135583940784,0.259013773784871,14.0533915724322
0.839788047437448,0.259021293186303,14.0534380756952
0.848220255467056,0.259028417142902,14.0534821310466
0.856652463496664,0.259035170077207,14.0535238898813
0.865084671526272,0.259041574683788,14.0535634928609
0.87351687955588,0.259047652066749,14.0536010707705
0.881949087585488,0.259053421865097,14.0536367452992
0.890381295615096,0.259058902367157,14.053670629752
0.898813503644704,0.259064110615078,14.0537028297005
0.907245711674312,0.259069062500366,14.0537334435765
0.91567791970392,0.259073772851304,14.0537625632164
0.924110127733528,0.259078255512989,14.053790274358
0.932542335763136,0.259082523420705,14.0538166570971
0.940974543792744,0.259086588667203,14.0538417863051
0.949406751822352,0.259090462564472,14.0538657320133
0.95783895985196,0.259094155700481,14.0538885597647
0.966271167881568,0.259097677991344,14.0539103309384
0.974703375911176,0.259101038729317,14.0539311030471
0.983135583940784,0.259104246626988,14.053950930012
0.991567791970392,0.259107309857989,14.0539698624149
1,0.259110236094545,14.0539879477317
