"ps","g1"
-5.28802790189501,NA
-5.23516342287606,-0.378293015116012
-5.18229894385711,-0.336798721168595
-5.12943446483816,-0.294016759321794
-5.07656998581921,-0.25004361541715
-5.02370550680026,-0.204973537174404
-4.97084102778131,-0.158896969963062
-4.91797654876236,-0.111899478481451
-4.86511206974341,-0.0640610838408148
-4.81224759072446,-0.0154559360878118
-4.75938311170551,0.033847756141319
-4.70651863268656,0.0837876089098027
-4.65365415366761,0.134306818031339
-4.60078967464866,0.185353832835343
-4.54792519562971,0.23688198455318
-4.49506071661076,0.288849095712945
-4.44219623759181,0.341217089155344
-4.38933175857286,0.393951609192996
-4.33646727955391,0.447021662826597
-4.28360280053496,0.500399285550567
-4.23073832151601,0.554059233875404
-4.17787384249706,0.607978705038577
-4.12500936347811,0.662137083280731
-4.07214488445916,0.716515711378349
-4.01928040544021,0.771097685730108
-3.96641592642126,0.825867673102917
-3.91355144740231,0.880811747090106
-3.86068696838336,0.935917242369552
-3.80782248936441,0.991172624941041
-3.75495801034546,1.04656737664495
-3.70209353132651,1.10209189240272
-3.64922905230756,1.15773738876276
-3.59636457328861,1.21349582247558
-3.54350009426966,1.26935981795621
-3.49063561525071,1.32532260261612
-3.43777113623176,1.38137794916139
-3.38490665721281,1.43752012405723
-3.33204217819386,1.49374384145192
-3.27917769917491,1.5500442219367
-3.22631322015596,1.60641675559109
-3.17344874113701,1.66285726882939
-3.12058426211806,1.71936189462083
-3.06771978309911,1.77592704570733
-3.01485530408016,1.83254939048669
-2.96199082506121,1.88922583126907
-2.90912634604226,1.94595348464831
-2.85626186702331,2.00272966376019
-2.80339738800436,2.0595518622263
-2.75053290898541,2.11641773960521
-2.69766842996646,2.17332510819339
-2.64480395094751,2.2302719210358
-2.59193947192856,2.28725626102245
-2.53907499290961,2.34427633096062
-2.48621051389066,2.40133044452487
-2.43334603487171,2.45841701799769
-2.38048155585276,2.5155345627232
-2.32761707683381,2.57268167820451
-2.27475259781486,2.62985704578296
-2.22188811879591,2.68705942284398
-2.16902363977696,2.7442876374999
-2.11615916075801,2.80154058370543
-2.06329468173906,2.8588172167661
-2.01043020272011,2.91611654920364
-1.95756572370116,2.97343764694646
-1.9047012446822,3.03077962581601
-1.85183676566325,3.08814164828315
-1.7989722866443,3.14552292047083
-1.74610780762535,3.20292268938197
-1.6932433286064,3.26034024033323
-1.64037884958745,3.3177748945773
-1.5875143705685,3.37522600709796
-1.53464989154955,3.43269296456367
-1.4817854125306,3.49017518342659
-1.42892093351165,3.54767210815545
-1.3760564544927,3.60518320959127
-1.32319197547375,3.66270798341641
-1.2703274964548,3.72024594872799
-1.21746301743585,3.77779664670747
-1.1645985384169,3.83535963937902
-1.11173405939795,3.89293450845004
-1.058869580379,3.95052085422744
-1.00600510136005,4.00811829460414
-0.953140622341103,4.06572646411051
-0.900276143322152,4.12334501302606
-0.847411664303202,4.18097360654694
-0.794547185284252,4.2386119240053
-0.741682706265301,4.29625965813677
-0.688818227246352,4.35391651439261
-0.635953748227402,4.41158221029359
-0.583089269208451,4.46925647482242
-0.530224790189501,4.52693904785238
-0.477360311170551,4.58462967960951
-0.424495832151601,4.64232813016607
-0.371631353132651,4.7000341689634
-0.318766874113701,4.75774757436185
-0.26590239509475,4.81546813321653
-0.2130379160758,4.87319564047661
-0.16017343705685,4.93092989880709
-0.1073089580379,4.98867071823148
-0.05444447901895,5.04641791579399
-0.00158,5.10417131523993
